/home/alec/Documents/SmallDatasets/KineticsSmall/yarn spinning/pyo4PkQ5xkk_000038_000048.mp4, yarn spinning
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/QWCpH3ATZTk_000113_000123.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/Yt1xKhFjHS0_000157_000167.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/uTRZ-yRfZoM_000098_000108.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/Dt0ayJYPQAc_000105_000115.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/PsbMnziFvDM_000190_000200.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/JmuM_dqzZDE_000008_000018.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/W7GkuH-O5Q4_000057_000067.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/hFDJV7G_zCI_000063_000073.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/mJP5XhtAFq0_000007_000017.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/NuXYDHE9qIQ_000000_000010.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/inpmcqUoBg4_000191_000201.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/TjexqMr_kDM_000067_000077.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/Cj6BuG9N8OM_000275_000285.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/YjmHg4DRDiY_000058_000068.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/e6DU44o598U_000083_000093.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/Ng2S5QtExCk_000000_000010.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/GcE8L0A6z-U_000091_000101.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/X24HSIug2u0_000016_000026.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/sCjRiCK5Cc4_000130_000140.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/0ZUjXcd8Aj4_000094_000104.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/6DnMPWr7QYw_000029_000039.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/YKyvU2y2nH0_000089_000099.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/etPEfiUq-ik_000263_000273.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/IvEqc77q5zE_000043_000053.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/rOanDD7hOcU_000170_000180.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/zU4en9LBMSg_000027_000037.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/QQGXDve26yM_000339_000349.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/QSY76noWDOY_000016_000026.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/S8VhfqScPKQ_000245_000255.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/yMu4TDtD7xM_000016_000026.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/kWle-uDA9GA_000000_000010.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/eeUQdh5bkKI_000063_000073.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/pWZOkW5U8Oc_000202_000212.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/dNGSRoPIJkY_000314_000324.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/mt6zDZSSb9w_000035_000045.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/o7ge_wcpUss_000003_000013.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/IbQh7Vu5HVo_000000_000010.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/VFqu-8Epr2M_000023_000033.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/PhoYDI1qWrU_000002_000012.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/GOGbSx9c_9A_000082_000092.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/qXpnVs7eKyA_000119_000129.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/XvWFqtcvsCY_000023_000033.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/lE4ya0MpPDg_000035_000045.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/ldBrko0FgI4_000140_000150.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/uFeuRxb5IKc_000086_000096.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/dpEzWRHkadw_000157_000167.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/I-Y9a9lXo58_000038_000048.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/grFD7ox48Nk_000105_000115.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/TiJKkG7a50U_000019_000029.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/wi6AkeTlk1E_000086_000096.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/q5TQ2OnTths_000008_000018.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/aCI-g2lQ-RA_000037_000047.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/d76Dv-InP4E_000218_000228.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/TdgDNXNfbNI_000086_000096.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/oWGxvSp5p38_000196_000206.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/Ur0B_uTp6QI_000125_000135.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/Y9hWTPkXGo0_000091_000101.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/eLdUPUp70Jo_000177_000187.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/UKSxez314Zs_000163_000173.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/Y-nmRAxoOlY_000013_000023.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/kATSkqbBpN4_000032_000042.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/vrwjHo4MgEU_000000_000010.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/udxGLdXEJj8_000035_000045.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/m7CIHN4ZI1g_001007_001017.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/pgd7uaT_7pw_000085_000095.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/m8baP0b7Vo8_000015_000025.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/RwrCeGL_0uQ_000047_000057.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/pAvVT0b7K9U_000294_000304.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/treating wood/tGtHh_yfi28_000338_000348.mp4, treating wood
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/qsQxaA5bAAk_000410_000420.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/zIMegkfE-ds_000231_000241.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/4N0NgwSjfCU_000016_000026.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/a90DuM7Xtv4_000098_000108.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/Oxxd7B8_ZgE_000007_000017.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/9soEwUSGHNE_000031_000041.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/ojITaGEiZDc_000142_000152.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/d5FiqoypXfo_000000_000010.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/sav2Ls6fHeY_000003_000013.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/zZmND-KnxUo_000009_000019.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/vWZDFUlyks0_000203_000213.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/sFySxIzrdZU_000123_000133.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/cH6xnu4TJfU_001351_001361.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/JPW1DwHUbEg_000270_000280.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/IzMPRXpspok_000285_000295.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/WTaMiLWeqgw_000097_000107.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/UV1joekpZfY_000081_000091.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/KnYf2InYyNs_000338_000348.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/-cihL52ogA8_000055_000065.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/H1iSpHSFwQg_000356_000366.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/xwFVx03WWTQ_000026_000036.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/-wxVPMs4Jj4_000439_000449.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/a_rJjUz3-tk_000182_000192.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/4efgUwjTl_0_000122_000132.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/NXWqeCGb8Zg_000298_000308.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/zm03I2CFr7k_000011_000021.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/WboUgVrwOhY_000263_000273.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/mAkgFqmTb-M_000275_000285.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/mMzMLiio1AU_000006_000016.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/qAEj4ZBYbME_000189_000199.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/Y1yClorTtlA_000010_000020.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/7eu5P6BQiuI_000003_000013.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/5TncVBI5CqU_000031_000041.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/He0aCgssJqI_000251_000261.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/vNJSk-r81nA_000021_000031.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/4EAf27eSFwk_000506_000516.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/kDFT-PHXO-I_000083_000093.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/UkjeC1rxRt0_000074_000084.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/djHx2iFsFEk_000015_000025.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/YAuXSFrm5ag_000047_000057.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/q1SCyp6fqzQ_000084_000094.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/jVVCnN363zY_000058_000068.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/f4csCwqkG84_000013_000023.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/7fdSQECBHMk_000056_000066.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/FjyPepR7SLY_000026_000036.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/Ji1sgSmgjJY_000016_000026.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/azaxhaFaHbU_000004_000014.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/cc1pbkbRy_0_000024_000034.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/Y6WeKSlunU0_000091_000101.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/8xr1Ly7CoaY_000264_000274.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/IC0d5m0m1NQ_000026_000036.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/wPatVtbjvyA_000084_000094.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/RgF_1OecRR0_000114_000124.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/Fqykedo2O6U_000002_000012.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/2njlO1VXJG4_000032_000042.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/Utj00pnNfjM_000059_000069.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/upUDTbBv1tA_000081_000091.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/-aI7ye0yxTo_000064_000074.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/ZOYB5-n-TCw_000126_000136.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/gm12gvssI44_000040_000050.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/EL-LsWTb7kk_000369_000379.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/o0CNm8AjtfM_000166_000176.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/EQ0L5bCPMUw_000146_000156.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/tM3c0jxJz28_000104_000114.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/phq3L5Qt8Gc_000001_000011.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/in2NMur2W34_000327_000337.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/D-gd0VK-SIo_000063_000073.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/W1OpKeTN0T4_000001_000011.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/N29ATkHdYWE_000370_000380.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/qf7KUJUcP-E_000091_000101.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/im-6qEuhu6w_000086_000096.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/SC7b15J_S2Y_000093_000103.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/8_EzsJ62NdE_000077_000087.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/9bnV2w5Ru4Y_000063_000073.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/R-LjWLpA_tM_000121_000131.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/xLST1LHKAdI_000143_000153.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/-EB7b-Z2ZYg_000125_000135.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/aUBNQKi0DJQ_000069_000079.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/Cmy5Vmzfxfw_000023_000033.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/lgoLZVJ5j8I_000003_000013.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/KABNgPRl_yE_000179_000189.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/3XtHJtZptPU_000148_000158.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/DdPz6JasChw_000069_000079.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/MwcBKaggcfg_000086_000096.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/WqteXZUelNo_000442_000452.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/7nA5QNPHEjY_000004_000014.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/n_8Djt2kMU4_000253_000263.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/paXRSxhA6hQ_000039_000049.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/DkCrkfhUeSo_000030_000040.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/Jk8TZw98_DQ_000026_000036.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/T34oRiWOkLQ_000006_000016.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/Ge2gVnRYMT8_000300_000310.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/E4T2ik9Ym0M_000072_000082.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/pZZgqZe_iXM_000772_000782.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/1gf_Q8kZNOI_000277_000287.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/DoP2z9CCIFw_000122_000132.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/SoTaWfvmadM_000054_000064.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/KlERjKDfcqY_000020_000030.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/jRcJK-Mo8UE_000006_000016.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/planting trees/tGHnWEx1124_000160_000170.mp4, planting trees
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/l70_hP78KKk_000018_000028.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/TFr2xHGV6a0_000016_000026.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/9nEHFb1mGuI_000058_000068.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/pxzGXoGD2eI_000023_000033.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/n01ghBMrUGY_000013_000023.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/HxSu8IgZhds_000049_000059.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/LsXAnL2Q0Vc_000018_000028.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/ZQ0mc9AP7nc_000026_000036.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/LkH494akvhE_000025_000035.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/XInUO-JqFtg_000034_000044.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/ljKRwZQ9bl4_000219_000229.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/4Sb1GzPmJuA_000056_000066.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/mVmgNGC-Nx0_000058_000068.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/hKbkAWxMccE_000078_000088.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/I9p3Bj9-qLk_000248_000258.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/GRGmFV14Woc_000238_000248.mp4, getting a piercing
/home/alec/Documents/SmallDatasets/KineticsSmall/getting a piercing/u-tp6PPbQug_000075_000085.mp4, getting a piercing
